RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
61639,10025,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905700,934300,1010400,936e3,917200,855500,859e3,886200,885600,834100,839800,858700,946300,998700,1028900,11e5,1048600,1014700,935800,953400,933700,884400,892300,885100,1076100,1086300,1053100,952800,1007400,1108e3,1159900,1083400,968600
84654,60657,Illinois,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396200,397600,403e3,410500,413900,386100,383200,379300,395200,391500,382900,382600,367200,374500,365400,365500,319900,321500,308500,315200,312500,319200,324700,32e4,328400,338800,330100,316900,320900,316900,328100,298600,314700,310900,318500,306900,306100,326400,336100,353900,358800,361200,363700,369200,381600,340200,334100,,,,,,,
91982,77494,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249400,264600,258700,256700,246300,250200,249100,249300,251400,251300,266600,267600,272700,262400,259700,252200,254e3,255600,267e3,264e3,261500,251100,248300,251400,257800,263900,265200,265400,272900,278300,278300,270200,268300,271200,278100,278400,280300,280200,282100,278700,280600,284500,292100,290900,286200,288800,289300,301600,300400,313800,311500,311700,302700,295900,305700,306200,312600,303500,306100,305300,305300,305100,308900,313700,315100,318e3,315800,323100,326200,33e4,332700,328300,326100,313600,312300,316800,317500,314600,312e3,315500,316100,327400,331200,336100,333700,330600,333900,322300,321400,309200,311300,304300,
93144,79936,Texas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118400,120400,115300,118e3,114e3,113700,114900,118200,119100,118400,117500,117200,116800,119600,123700,120800,122500,119200,118600,119900,119e3,115600,104400,107200,112500,121500,119500,120700,118200,120300,119300,119500,117400,116900,118600,114800,115600,114700,119100,119e3,120500,120600,123300,121300,119700,116900,119200,123300,120600,116800,113900,119300,119100,117400,117700,122300,126700,126900,124500,124e3,125200,129600,128900,126800,126800,129500,128800,127800,131500,133300,130300,127100,127800,128100,126500,126700,131e3,131900,130800,128900,130100,128400,126900
91940,77449,Texas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146200,147700,146100,148100,149300,152800,151700,152500,154600,155900,152700,150800,156100,162200,163500,159800,159600,165e3,171e3,172600,172300,169100,167e3,165600,167800,167400,168600,164400,166500,164700,169100,170800,174700,175700,177200,177500,176400,173800,171500,177200,180100,182100,178100,178600,178700,180800,184500,187400,191e3,190700
61616,10002,New York,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451700,428700,405200,436e3,448100,469400,455300,495600,521500,542400,529600,547200,536800,563700,535400,534300,516e3,563e3,56e4,564700,544900,548800,569200,582600,621400,592200,612100,669e3,685700,661200,581300,600500,568500,626900,617400,644100,643100,672400,678400,669900,718700,788600,844700,833800,813900,772500,751700,740400,730300,750300,789300,798e3,828900,762100,776300,718400,793900,767300,856100,846800,852900,808100,810200,849700,847900,923200,965600,977500,869900,823200,799700,854e3,782700,780900,722e3,841200
61630,10016,New York,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673300,824200,853300,866900,763100,762300,761500,738800,834800,855900,865800,721400,691600,709500,725900,690300,648400,718100,788500,854300,827200,839300,801800,820800,828200,823300,819500,789400,799600,797600,778800,757400,735200,775700,802500,885900,874700,897300,792600
74101,37013,Tennessee,8,132800,135100,133600,133400,132500,132300,131400,131400,127900,124300,121400,125100,131600,131900,128800,125800,128800,129400,127500,127500,124200,125700,120500,122500,122500,122100,122400,122e3,121800,118100,117400,113200,111600,110600,110500,113700,108800,105600,102400,103500,106200,103400,102900,100600,101800,106200,110400,113600,106700,104300,104e3,105200,104200,99100,106200,112800,114900,107600,105400,109e3,114300,120300,121800,125100,123800,120300,118e3,119500,125500,130300,132400,133800,132900,132100,131700,130800,129200,129700,131100,132e3,133100,133500,135700,144400,148800,147700,142200,142e3,147600,148600,148800,147200,148e3,148600,152100,152300,154600,154300,159100,162100,163800,163e3,166e3,168900,173200,173600,172800,174900,174800,180100,178600,179400,180500,185900,191800,195500,195900,196e3,192400,195100,199400,207e3,214500,216400,221300,216400,218300,217e3,215300,214800
96107,90250,California,9,51e4,447900,389e3,368800,415800,406300,398900,372500,383900,389900,374800,353400,34e4,320100,307400,305100,309300,32e4,317700,311800,309500,330800,339700,343900,348e3,351600,370500,343200,342300,329300,332200,333300,319500,326500,334600,363400,355700,360900,325700,308400,291700,295e3,312e3,309600,323500,321100,317600,289500,297900,301300,313700,298500,314900,316e3,331500,320300,358200,355900,373900,364900,388e3,370500,360100,370800,389e3,418500,415600,401100,399e3,395300,457600,459e3,461400,428600,432200,437400,451700,477100,488400,483900,451900,472700,469900,490800,504900,510500,508100,479400,481100,473800,477600,478100,497700,506400,524600,530300,532e3,521800,501400,512100,521400,548900,543500,549800,555600,562200,61e4,610500,620900,582600,585200,570900,608800,600500,607e3,564400,564600,558200,588600,615700,645800,637400,632400,630800,656400,683200,685200,658500,642800,649e3
74242,37211,Tennessee,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173e3,173600,170800,168700,172700,174200,181e3,176300,181600,182600,187200,184700,185900,183300,187400,189700,193500,198100,211300,214700,213700,201100,201700,202300,207400,211900,218300,222900,223600,222500,223100,227400,229900,235500,233300,235600,231e3,237900,239600,240100,240400,238500,256e3,257e3,265500,258800,257200,254500,245800,248200,252700,253900,258e3
84620,60618,Illinois,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343900,352300,376300,377200,366600,361300,357200,357200,341600,348900,355800,366900,355800,341700,333800,340700,345500,334e3,346e3,325400,325400,288300,294e3,290500,317700,342700,347800,357e3,348700,371e3,375400,396900,399700,385500,375100,366e3,368400,339500,317300,306900,336700,364700,38e4,395900,402600,408500,378e3,366600,353400,370400,388800,393200,394e3,389e3
92036,77573,Texas,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191700,191300,191400,192100,191500,193400,190300,194400,194500,198400,197200,199200,200300,204100,206400,214500,216100,215900,216700,223800,231e3,231900,230200,229200,234800,237e3,239300,232400,233600,234e3,236500,233800,233800,235200,237700,241300,240500,237500,236400,238500,246700,247700,241400,235400,233800,238300,244e3,247600,253400,255500,257300,257e3,256100,257400,260400,257800,258200,258500,261900,260400,256900,257100,260200,259500,267800,263800,265900,258400
92045,77584,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173700,182800,188500,192300,193800,192300,190700,192400,194200,195100,192600,194500,194600,196500,192800,194100,194100,199700,209900,210400,210300,201500,205800,206500,216200,223900,230700,230400,226800,220200,219800,219400,222800,227600,232100,236400,235300,233900,236700,237200,241900,245500,251500,256300,264900,262600,262700,257e3,257700,255700,248800,247100,248600,250700,249900,248200,254300,255600,250800,254e3,256100,264700,253500,250500,246600,249600,256200,260200,268600
66126,20002,District of Columbia,14,405e3,402800,348200,332400,349100,362700,365800,360500,358e3,346400,321700,318500,309300,323100,294300,285600,296100,325300,327400,309300,313500,314600,329100,322900,318300,296300,292400,301800,306100,317800,339100,351100,373700,354600,368800,359900,360200,343e3,324500,333900,342600,347200,331300,348400,342300,370400,335900,356500,337500,357900,345700,367700,386100,401e3,413100,408800,410300,394e3,403100,409800,416300,413e3,419600,428500,435900,438200,459200,469900,473400,466700,463400,471400,475e3,459900,430900,436800,468e3,492100,492800,495700,509600,506600,508500,512400,516900,517e3,497300,503100,499700,520300,513800,517600,524100,527900,542500,531200,534700,528600,538100,524600,519e3,516700,529400,558e3,559200,571e3,538600,592300,598200,614900,563100,558200,567200,578600,586400,575800,567e3,587700,619800,661300,654800,630400,607600,588600,593200,593100,596700,598e3,629200,630800
92271,78130,Texas,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196e3,198800,195300,188300,188700,184100,186500,191900,198500,202600,200600,198500,197300,198400,203e3,2e5,202500,203900,208600,205700,206300,210600,218700,219200,216600,213400,216300,222100,226e3,223100,218800,214e3,216100,228800,226400,227800,224100,226700,221600,,,,
69816,28269,North Carolina,16,153500,156200,151600,15e4,142500,142200,146800,149e3,142700,140700,141500,152700,148700,152900,15e4,154e3,149600,148800,150600,151200,150300,143900,138500,137800,140200,147900,149800,150400,148800,140200,134200,128300,133100,136100,139800,144e3,140300,140900,135100,137200,136300,133900,131200,135e3,132e3,134e3,131300,133100,127800,130500,139900,142500,136900,128700,135e3,135700,135100,133200,136600,145700,148600,148300,147500,143600,146300,148600,157500,154700,153900,148800,152300,157200,165500,164900,163100,156800,159600,161700,164700,161300,159700,163400,164800,165600,161400,161700,163800,166400,167e3,163500,163300,164800,162100,165600,167100,169700,167400,174600,176500,179500,173200,176400,175100,177900,180400,178500,174200,170400,174e3,177800,179600,179800,175e3,173600,172100,177600,181e3,184400,183200,188900,193200,197100,199500,199100,198300,191800,194400,195700,196700,199100
92551,78613,Texas,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251e3,253700,255100,253600,253200,256600,258e3,256700,253200,254800,262e3,265900,267500,265900,268300,268500,271900,271800,28e4,278100,28e4,273800,275400,276500,284200,283600,283800,275700,277800,276900,282600,284e3,280400,274600,274200,277800,282200,291600,301800,305300,299400,302200,307700
97771,94565,California,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279600,287900,338500,346e3,338700,29e4,282500,283500,275600,285200,278700,286400,278600,298400,300700,310100,305600,306700,312300,318200,328e3,325200,320400,320500,325100,333500,337900,341700,350700,357100,359700,354100,351400,346400,359200,366200,380500,373700,369900,363e3,376500,378700,379600,380900,391600,403100,406600,402300,410700,417400,434200,428400,425500,420500,432100,434700,430100,431300,429800,429200,429300
93123,79912,Texas,19,207e3,205500,196700,186100,174900,18e4,182800,193700,193200,191e3,197500,203900,218700,208900,202400,185800,179200,177800,178100,177200,172700,171400,188400,203300,205200,190400,183700,178400,180200,180600,205500,205600,199800,185500,192e3,210800,207200,198400,194800,192600,195100,183900,191100,186500,170500,167200,177300,204700,190900,190500,175300,172800,159e3,167800,190600,197700,182200,171e3,173500,183400,180800,183900,183300,189e3,184400,180900,179100,196100,193e3,191500,182600,192400,183500,175400,170100,178700,187200,189500,191200,177900,176100,167600,166800,161300,170700,173700,181200,182400,187900,190400,186300,187e3,188800,191700,190600,199200,197e3,191400,183e3,181300,185600,175300,176600,183200,187900,193800,189100,191e3,192900,198800,198300,189200,176100,189600,194600,203100,200700,202800,206700,200200,200400,2e5,201800,206600,198500,199e3,191900,192200,181600,184300
66133,20009,District of Columbia,20,454700,422200,466100,465400,473100,433400,429800,418600,418300,402100,414300,400200,412400,405100,432300,447300,432300,431800,423500,446600,459100,459700,473200,432700,440400,417500,447e3,430100,412100,407300,426800,428700,426200,435900,458500,484800,475200,487200,467400,471200,443200,444900,43e4,424600,403100,413300,456200,474900,459100,441400,434300,461700,459600,460900,447300,435600,461500,484700,502300,501900,479e3,485700,477800,503700,486800,474400,467e3,464400,489400,498e3,499800,498400,499600,531900,534500,537900,533500,548100,552e3,545200,512100,475900,475300,467700,503400,492200,522100,506200,532600,527200,535700,525300,535e3,556e3,568500,579900,579400,557900,529100,498800,492800,516200,547500,586800,571e3,558900,546300,548400,545600,540900,554800,580700,589200,581500,551100,544300,561600,567700,564100,548100,555600,592900,584400,588300,551e3,553400,529700,536600,533400,562300
90654,75052,Texas,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158700,163900,154500,158600,159200,167200,163500,164500,166e3,17e4,169700,167400,168500,167900,162300,162400,162300,173800,174200,178e3,179700,184100,184300,183900,182200,184400,188700,192800,189900,190500,191600,191600,191800,193100,199600,197800,196100,193700,191e3,204100,211e3,225400,224100,222500,216200,205500,204600,210400,216400,224600,219900,
91926,77433,Texas,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245300,244400,217400,214e3,208900,227900,231900,237200,241e3,238e3,242200,229300,220100,220100,227300,224100,224800,218900,231200,238400,241900,237400,214300,207500,207700,210500,216300,217e3,227800,234400,238100,238700,237e3,243100,249700,257200,250500,247600,242600,257200,263400,270900,263500,255100,259e3,269500,275300,274200,277400
89925,73099,Oklahoma,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143300,144900,144e3,143300,141300,143300,146900,148100,147700,147600,147600,147700,148100,150400,151300,151900,148400,148500,145300,147100,147700,149800,152600,153600,155100,153600,153e3,150900,151500,149900,152600,155400,151700,148500,148900,154300,159100,157800,160500,162200,167400,167400,165600,151900,149600,149600,165200,167400,171800,167200,170600,165400,162600,162200,164500
91922,77429,Texas,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206600,220500,225800,224500,211400,205100,206700,209e3,207500,205900,206100,210100,213600,218400,222700,221600,213100,210400,212700,214e3,217200,220600,227100,225700,228100,229600,231e3,230200,228600,231500,23e4,229200,230100,236e3,238700,232800,231600,240300,238400,238e3,234200,240900,241400,237e3,236200,239300,248e3,261e3,276800
91968,77479,Texas,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343e3,331600,335e3,338100,317900,319600,332400,344800,331700,321400,324500,329100,332900,328200,322900,313300,327900,347300,340100,323700,307700,300800,305700,326e3,353400,364100,366100,373600,379600,371500,356300,374e3,386700,407700,391300,377200,351700,342500,344400,359800,364800,362500,376600,377600,349600,322700,315200,348900,354200,356700,347100,35e4,354800,346e3,329800,
70829,30044,Georgia,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78400,76400,77400,77100,79200,80300,81300,81300,81300,81600,81900,81600,84300,89100,94200,95300,97100,97400,99600,99100,102600,105800,109100,11e4,112e3,113800,117900,119400,121600,121600,122100,122200,122500,123600,126300,129500,131300,130900,130500,132600,133600,135200,141300,144300,145e3,144900,144800,147600,144100,147200,148500,148900,149500,150100,153500,156300,158500,158900,158500,156700,158500,160100,161100,163100,163200,168500,17e4,178500,178600,179400,174300,176e3,177100,178600,178300,179100,177700,181500,183e3,191200,192600,195600,190900,193200,19e4,194800,
86026,63376,Missouri,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160700,161600,159800,162200,161200,162400,162500,162300,161700,161100,164900,164500,161300,16e4,158e3,160900,163100,168800,172800,173e3,172900,174600,172900,172e3,171100,176e3,176500,178200,182600,183900,184300,179200,179200,182200,182900,183900,182100,181200,184300,183400,193e3,196700,198400,192600,189700,192400,196500,196600,198400,194900,201700,199500
70828,30043,Georgia,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117100,118100,112900,108900,106e3,106300,108600,117e3,122500,123800,122400,123500,125500,126500,128e3,135e3,141200,145700,145e3,145400,151500,153100,153700,151400,152200,153200,149600,151400,148400,151100,153300,161200,166100,167500,169900,171600,172800,174e3,174400,175800,176300,179600,180900,181700,181200,181100,181900,183e3,185500,185900,187600,188300,185e3,184700,183900,190600,193500,196200,199100,198300,200700,202400,205900,205200,205300,207400,213400,215600,216500,218900,218600,216300,216200,221300,222900,22e4,217600,220500,224300,226100,226600,227800,229800,231400,229600,
84627,60625,Illinois,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262200,261500,273900,282200,248600,231700,220900,262900,265300,270300,253400,264300,266200,266400,255100,250600,270800,284100,280700,261300,254500,254200,257200,253600,255800,251200,261400,264700,258400,223300,218900,215500,247600,257e3,273100,271800,250100,248900,231200,238e3,245100,259500,282200,281200,267700,239400,226400,229800,248600,257800,266600,264100,258500,253400,253400,251500,268300,270900,284200,272e3,290700,288400,301600,306600
84630,60629,Illinois,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88600,85900,97800,90700,94900,83500,86e3,74600,78100,70700,78e3,83100,90200,92e3,92400,93100,95200,101900,106200,111100,105400,101500,93400,97700,102400,113900,115700,112300,109300,110900,119200,116900,125800,128200,137700,119600,118200,112700,122800,121e3,126200,129600,129200,125400,124500,128200,134700,135e3,131500,129600,133e3,138800,144200,141800,140400,141200,141700,142800,137800,130100,132600,138800,152900,159500,156500,153900,148600,153400,166200,168700,165800,150900,154500,156200,164300,161500,163600,167100,172300,174900,183e3,177500
69823,28277,North Carolina,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272100,260200,242300,230900,250700,278e3,272700,262200,248e3,255800,248400,242100,245700,253300,251400,248900,256700,256500,255200,246800,241400,249700,250700,256100,250700,259700,269200,261700,256400,254300,268500,281800,280700,281600,278600,285e3,295200,287900,284400,279800,276500,297300,300300,315200,300400,290400,283700,276300,276800,278800,282100,277700,279e3,272200,273800,261500,264700,267800,275e3,275900,272800,266700,255e3,263100,263800,276900,273e3,286600,307300,317900,323300,317800,315900,321600,319e3,316400,311800,322e3,322700
60545,07030,New Jersey,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639800,662400,7e5,722e3,747900,716400,755600,699300,711600,681300,709700,69e4,698600,704500,731600,703700,729200,739400,808600,758100,765500,698600,731600,682100,694800,636900,678e3,661800,724400
92341,78245,Texas,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139200,139600,136700,136e3,135800,139400,138600,139700,138100,141400,141700,142700,143300,141800,146600,146900,153300,149600,148900,151100,155100,153400,150400,149700,157900,162500,166600,170600,168400,168400,167e3,166700,169800,165600,171e3,167100,165800,166600,169800,175e3,172400,173e3,175400,176700,176e3,175800,173400,171200,17e4,176900,182200,185300,182500,187400,192900,202600,201400
90823,75287,Texas,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243e3,247400,247100,256800,261500,269200,271300,293800,296700,301400,285100,254100,280500,275600,308e3,261e3,262100,262900,285700,285300,279200,281400,297100,329600,370600,366700,341800,304100,310700,314e3,3e5,284e3,277200,280200,279900,298200,329700,335900,329300,293200,306300,343600,355400,361e3
94748,85032,Arizona,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179100,184400,187400,194500,191100,192e3,189700,191e3,208600,216700,221e3,210200,204700,198700,196900,197600,205e3,211100,216100,215900,215200,218300,220100,225500,221100,227100,224e3,231700,243200,252700,252600,254e3,255400,
67732,23464,Virginia,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229600,225700,225400,226400,226600,222e3,221100,221700,219700,219800,219300,227200,227800,227400,227800,228800,234600,234800,234700,224900,225200,234500,242300,243100,237200,239900,242e3,242200,239600,240200,232900,230600,229700,243100,253800,256800,248500,237700,236e3,239e3,245200,247500,242400
70874,30096,Georgia,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107300,108300,109700,112800,106700,105700,106500,106800,109e3,108300,109200,106e3,104500,107800,115100,118e3,121500,125600,129400,134100,137e3,141700,147100,152200,151500,147300,142e3,143700,144100,146100,147e3,149900,148800,156900,157e3,159100,156200,162300,167900,169100,168900,169400,168800,174700,174900,174300,172200,174900,177300,170300,167500,174300,185400,191e3,188900,183900,186100,183e3,183800,179900,183900,188400,196300,196200,196300,189500,192700,190200,193900,195e3,198700,203100,203200,204300,199200,201400,205600,214400,214600,214600,209700,215400,217500,226800,226500,225500,
90795,75243,Texas,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216800,223700,229800,227200,216100,211100,215700,225100,228400,223200,218300,212900,207200,200500,229800,223e3,242e3,235e3,263300,264500,262200,259e3,252800,254400,261300,257e3,247700,238600,258e3,266100,283100,298300,304200,293400,269700,254e3,230300,210800,225300,227200,
99534,98052,Washington,39,429e3,428800,419600,414600,410600,453200,465e3,456500,432100,419800,478800,458400,443400,380700,397500,404800,400900,388700,414400,410300,440400,416300,430600,401500,399700,397500,402600,390300,387700,402100,436300,437300,459600,440700,428200,396e3,399700,419800,413900,385900,371600,386300,403200,403300,402900,416800,407600,389500,376100,386800,395900,396200,405700,418e3,420600,415400,433800,426100,431e3,415500,417900,429600,430200,445300,451e3,449900,454300,447200,459300,459700,452700,433300,452300,463e3,489800,482500,496500,498600,494100,474800,463700,476700,500200,481500,473700,47e4,491500,496600,488400,519100,530900,551100,544e3,543100,540800,548200,560400,551600,549100,553400,570500,579e3,588e3,625900,630100,640700,643300,657700,662700,661200,681500,705300,681700,674900,680500,720400,748100,713700,69e4,682300,714600,759500,771100,773200,743e3,751500,785400,822100,808100,782600
97711,94501,California,40,607100,602500,586300,567900,551200,587800,590200,586500,588400,612e3,582200,546700,522900,532900,519900,498e3,512200,542400,540400,527900,505200,544100,554700,555100,547700,554500,544e3,527e3,502600,541400,561700,579400,554900,55e4,591400,551700,526e3,470600,500700,485700,479600,465600,458500,442300,436400,438600,433800,404e3,418500,456900,471100,469300,459600,510400,512900,531e3,528200,549100,558100,554400,512400,511100,527700,591e3,608800,609600,606900,605600,626e3,632800,642500,645100,657900,660900,669600,689600,666700,684300,695400,740900,722900,703400,699700,709800,725500,741e3,752800,75e4,747e3,753300,748100,750500,754800,792e3,815600,847400,842100,830600,785700,778100,766e3,774100,791500,815600,829200,835900,832400,837100,830900,850800,851600,857300,860300,865500,926800,923400,921800,866800,879200,863400,878400,889200,917400,923100,931200,981700,965900,982700,924e3,936600
91889,77379,Texas,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215400,218900,225e3,223700,222300,220500,231400,231800,231800,222800,219500,219800,223800,210700,205200,200900,222200,221800,226700,226900,231800,230800,230700,231100,237100,236600,231500,229200,219300,222800,219400,233100,231500,246100,242400,239800,226500,219600,231700,24e4,253800,252400,246200,240900,239e3,249900,253400,266e3,267400
61148,08701,New Jersey,42,243900,232e3,216800,202e3,204200,193600,217300,209900,200200,193700,230600,241800,230200,191e3,187500,195900,198900,183700,200300,221200,227300,208900,197400,197400,199400,185100,185e3,185100,204400,192600,191100,173200,181700,182800,198800,201e3,194800,167200,171300,164e3,180900,168500,167600,180500,188900,197600,199900,178200,171700,148e3,159600,148800,155800,167100,173e3,152700,165e3,158500,177500,166100,182300,188500,180800,173400,167300,181900,193900,195500,195200,194800,201900,194600,202600,182900,183900,187e3,210600,211100,216500,231900,252100,246e3,243200,239200,240300,237700,238700,256600,249700,238e3,218700,236e3,244400,250500,235500,241300,237700,246100,256800,265300,265300,258600,283e3,274100,261e3,245300,248900,256200,256300,249100,253800,236700,254600,254200,249800,230900,219200,227400,245900,246800,263200,257900,249300,223400,208800,203500,208600,219700,241800,
92598,78666,Texas,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194900,211e3,230800,230800,224200,206e3,212800,209300,212e3,217400,225300,217400,212800,206700,212200,203800,205400,218300,214900,221300,209100,210500,199800,199600,208300,209e3,210900,207e3,213600,209600,217900
70810,30024,Georgia,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232200,213900,194700,190400,186900,183e3,184e3,187500,190400,197700,202400,213e3,217e3,218500,217300,215500,213800,218800,216200,224e3,223100,233100,236400,240700,244e3,244e3,245900,246800,246700,246300,248500,257600,265200,268500,265200,264200,267400,275200,275600,274700,273400,279e3,282700,281400,284900,282100,283800,276900,279900,285900,287100,289300,285500,290300,285200,286500,285200,291500,293e3,303300,303700,303800,298200,304800,313400,311100,312e3,319800,321100,322300,317700,321500,317600,309300,315100,314200,317200,311500,320600,332100,346e3,343800,341500,334e3,332700,328500,326200,335800,
